country,stream_id,target_start,target_iso_year,target_iso_week,baseline_center_iso_year,baseline_center_iso_week,week53_mapped_to52,window_start,window_end,expected_weeks,eligible_weeks,qualified,positive_specimens,tested_specimens,positivity,excluded_week_reasons
PSE,877a128da6a13a050a0d,2026-05-11,2026,20,2025,20,False,2025-04-28,2025-06-01,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
PSE,877a128da6a13a050a0d,2026-05-18,2026,21,2021,21,False,2021-05-10,2021-06-13,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-05-18,2026,21,2022,21,False,2022-05-09,2022-06-12,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
PSE,877a128da6a13a050a0d,2026-05-18,2026,21,2023,21,False,2023-05-08,2023-06-11,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-05-18,2026,21,2024,21,False,2024-05-06,2024-06-09,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-05-18,2026,21,2025,21,False,2025-05-05,2025-06-08,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
PSE,877a128da6a13a050a0d,2026-05-25,2026,22,2021,22,False,2021-05-17,2021-06-20,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-05-25,2026,22,2022,22,False,2022-05-16,2022-06-19,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-05-25,2026,22,2023,22,False,2023-05-15,2023-06-18,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-05-25,2026,22,2024,22,False,2024-05-13,2024-06-16,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-05-25,2026,22,2025,22,False,2025-05-12,2025-06-15,5,0,False,,,,"{""low_testing"":3,""unobserved_week"":2}"
PSE,877a128da6a13a050a0d,2026-06-01,2026,23,2021,23,False,2021-05-24,2021-06-27,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-01,2026,23,2022,23,False,2022-05-23,2022-06-26,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-01,2026,23,2023,23,False,2023-05-22,2023-06-25,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-01,2026,23,2024,23,False,2024-05-20,2024-06-23,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-01,2026,23,2025,23,False,2025-05-19,2025-06-22,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
PSE,877a128da6a13a050a0d,2026-06-08,2026,24,2021,24,False,2021-05-31,2021-07-04,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-08,2026,24,2022,24,False,2022-05-30,2022-07-03,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-08,2026,24,2023,24,False,2023-05-29,2023-07-02,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-08,2026,24,2024,24,False,2024-05-27,2024-06-30,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-08,2026,24,2025,24,False,2025-05-26,2025-06-29,5,0,False,,,,"{""low_testing"":2,""unobserved_week"":3}"
PSE,877a128da6a13a050a0d,2026-06-15,2026,25,2021,25,False,2021-06-07,2021-07-11,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-15,2026,25,2022,25,False,2022-06-06,2022-07-10,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-15,2026,25,2023,25,False,2023-06-05,2023-07-09,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-15,2026,25,2024,25,False,2024-06-03,2024-07-07,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-15,2026,25,2025,25,False,2025-06-02,2025-07-06,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
PSE,877a128da6a13a050a0d,2026-06-22,2026,26,2021,26,False,2021-06-14,2021-07-18,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-22,2026,26,2022,26,False,2022-06-13,2022-07-17,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-22,2026,26,2023,26,False,2023-06-12,2023-07-16,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-22,2026,26,2024,26,False,2024-06-10,2024-07-14,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-22,2026,26,2025,26,False,2025-06-09,2025-07-13,5,0,False,,,,"{""low_testing"":1,""unobserved_week"":4}"
PSE,877a128da6a13a050a0d,2026-06-29,2026,27,2021,27,False,2021-06-21,2021-07-25,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-29,2026,27,2022,27,False,2022-06-20,2022-07-24,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-29,2026,27,2023,27,False,2023-06-19,2023-07-23,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-29,2026,27,2024,27,False,2024-06-17,2024-07-21,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-06-29,2026,27,2025,27,False,2025-06-16,2025-07-20,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-06,2026,28,2021,28,False,2021-06-28,2021-08-01,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-06,2026,28,2022,28,False,2022-06-27,2022-07-31,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-06,2026,28,2023,28,False,2023-06-26,2023-07-30,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-06,2026,28,2024,28,False,2024-06-24,2024-07-28,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-06,2026,28,2025,28,False,2025-06-23,2025-07-27,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-13,2026,29,2021,29,False,2021-07-05,2021-08-08,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-13,2026,29,2022,29,False,2022-07-04,2022-08-07,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-13,2026,29,2023,29,False,2023-07-03,2023-08-06,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-13,2026,29,2024,29,False,2024-07-01,2024-08-04,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-13,2026,29,2025,29,False,2025-06-30,2025-08-03,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-20,2026,30,2021,30,False,2021-07-12,2021-08-15,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-20,2026,30,2022,30,False,2022-07-11,2022-08-14,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-20,2026,30,2023,30,False,2023-07-10,2023-08-13,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-20,2026,30,2024,30,False,2024-07-08,2024-08-11,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-20,2026,30,2025,30,False,2025-07-07,2025-08-10,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-27,2026,31,2021,31,False,2021-07-19,2021-08-22,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-27,2026,31,2022,31,False,2022-07-18,2022-08-21,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-27,2026,31,2023,31,False,2023-07-17,2023-08-20,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-27,2026,31,2024,31,False,2024-07-15,2024-08-18,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-07-27,2026,31,2025,31,False,2025-07-14,2025-08-17,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-03,2026,32,2021,32,False,2021-07-26,2021-08-29,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-03,2026,32,2022,32,False,2022-07-25,2022-08-28,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-03,2026,32,2023,32,False,2023-07-24,2023-08-27,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-03,2026,32,2024,32,False,2024-07-22,2024-08-25,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-03,2026,32,2025,32,False,2025-07-21,2025-08-24,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-10,2026,33,2021,33,False,2021-08-02,2021-09-05,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-10,2026,33,2022,33,False,2022-08-01,2022-09-04,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-10,2026,33,2023,33,False,2023-07-31,2023-09-03,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-10,2026,33,2024,33,False,2024-07-29,2024-09-01,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-10,2026,33,2025,33,False,2025-07-28,2025-08-31,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-17,2026,34,2021,34,False,2021-08-09,2021-09-12,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-17,2026,34,2022,34,False,2022-08-08,2022-09-11,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-17,2026,34,2023,34,False,2023-08-07,2023-09-10,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-17,2026,34,2024,34,False,2024-08-05,2024-09-08,5,0,False,,,,"{""unobserved_week"":5}"
PSE,877a128da6a13a050a0d,2026-08-17,2026,34,2025,34,False,2025-08-04,2025-09-07,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-08-25,2025,35,2020,35,False,2020-08-10,2020-09-13,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-08-25,2025,35,2021,35,False,2021-08-16,2021-09-19,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-08-25,2025,35,2022,35,False,2022-08-15,2022-09-18,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-08-25,2025,35,2023,35,False,2023-08-14,2023-09-17,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-08-25,2025,35,2024,35,False,2024-08-12,2024-09-15,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-01,2025,36,2020,36,False,2020-08-17,2020-09-20,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-01,2025,36,2021,36,False,2021-08-23,2021-09-26,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-01,2025,36,2022,36,False,2022-08-22,2022-09-25,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-01,2025,36,2023,36,False,2023-08-21,2023-09-24,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-01,2025,36,2024,36,False,2024-08-19,2024-09-22,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-08,2025,37,2020,37,False,2020-08-24,2020-09-27,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-08,2025,37,2021,37,False,2021-08-30,2021-10-03,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-08,2025,37,2022,37,False,2022-08-29,2022-10-02,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-08,2025,37,2023,37,False,2023-08-28,2023-10-01,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-08,2025,37,2024,37,False,2024-08-26,2024-09-29,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-15,2025,38,2020,38,False,2020-08-31,2020-10-04,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-15,2025,38,2021,38,False,2021-09-06,2021-10-10,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-15,2025,38,2022,38,False,2022-09-05,2022-10-09,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-15,2025,38,2023,38,False,2023-09-04,2023-10-08,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-15,2025,38,2024,38,False,2024-09-02,2024-10-06,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-22,2025,39,2020,39,False,2020-09-07,2020-10-11,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-22,2025,39,2021,39,False,2021-09-13,2021-10-17,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-22,2025,39,2022,39,False,2022-09-12,2022-10-16,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-22,2025,39,2023,39,False,2023-09-11,2023-10-15,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-22,2025,39,2024,39,False,2024-09-09,2024-10-13,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-29,2025,40,2020,40,False,2020-09-14,2020-10-18,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-29,2025,40,2021,40,False,2021-09-20,2021-10-24,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-29,2025,40,2022,40,False,2022-09-19,2022-10-23,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-29,2025,40,2023,40,False,2023-09-18,2023-10-22,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-09-29,2025,40,2024,40,False,2024-09-16,2024-10-20,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-06,2025,41,2020,41,False,2020-09-21,2020-10-25,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-06,2025,41,2021,41,False,2021-09-27,2021-10-31,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-06,2025,41,2022,41,False,2022-09-26,2022-10-30,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-06,2025,41,2023,41,False,2023-09-25,2023-10-29,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-06,2025,41,2024,41,False,2024-09-23,2024-10-27,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-13,2025,42,2020,42,False,2020-09-28,2020-11-01,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-13,2025,42,2021,42,False,2021-10-04,2021-11-07,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-13,2025,42,2022,42,False,2022-10-03,2022-11-06,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-13,2025,42,2023,42,False,2023-10-02,2023-11-05,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-13,2025,42,2024,42,False,2024-09-30,2024-11-03,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-20,2025,43,2020,43,False,2020-10-05,2020-11-08,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-20,2025,43,2021,43,False,2021-10-11,2021-11-14,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-20,2025,43,2022,43,False,2022-10-10,2022-11-13,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-20,2025,43,2023,43,False,2023-10-09,2023-11-12,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-20,2025,43,2024,43,False,2024-10-07,2024-11-10,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-27,2025,44,2020,44,False,2020-10-12,2020-11-15,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-27,2025,44,2021,44,False,2021-10-18,2021-11-21,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-27,2025,44,2022,44,False,2022-10-17,2022-11-20,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-27,2025,44,2023,44,False,2023-10-16,2023-11-19,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-10-27,2025,44,2024,44,False,2024-10-14,2024-11-17,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-03,2025,45,2020,45,False,2020-10-19,2020-11-22,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-03,2025,45,2021,45,False,2021-10-25,2021-11-28,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-03,2025,45,2022,45,False,2022-10-24,2022-11-27,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-03,2025,45,2023,45,False,2023-10-23,2023-11-26,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-03,2025,45,2024,45,False,2024-10-21,2024-11-24,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-10,2025,46,2020,46,False,2020-10-26,2020-11-29,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-10,2025,46,2021,46,False,2021-11-01,2021-12-05,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-10,2025,46,2022,46,False,2022-10-31,2022-12-04,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-10,2025,46,2023,46,False,2023-10-30,2023-12-03,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-10,2025,46,2024,46,False,2024-10-28,2024-12-01,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-17,2025,47,2020,47,False,2020-11-02,2020-12-06,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-17,2025,47,2021,47,False,2021-11-08,2021-12-12,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-17,2025,47,2022,47,False,2022-11-07,2022-12-11,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-17,2025,47,2023,47,False,2023-11-06,2023-12-10,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-17,2025,47,2024,47,False,2024-11-04,2024-12-08,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-24,2025,48,2020,48,False,2020-11-09,2020-12-13,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-24,2025,48,2021,48,False,2021-11-15,2021-12-19,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-24,2025,48,2022,48,False,2022-11-14,2022-12-18,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-24,2025,48,2023,48,False,2023-11-13,2023-12-17,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-11-24,2025,48,2024,48,False,2024-11-11,2024-12-15,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-01,2025,49,2020,49,False,2020-11-16,2020-12-20,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-01,2025,49,2021,49,False,2021-11-22,2021-12-26,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-01,2025,49,2022,49,False,2022-11-21,2022-12-25,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-01,2025,49,2023,49,False,2023-11-20,2023-12-24,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-01,2025,49,2024,49,False,2024-11-18,2024-12-22,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-08,2025,50,2020,50,False,2020-11-23,2020-12-27,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-08,2025,50,2021,50,False,2021-11-29,2022-01-02,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-08,2025,50,2022,50,False,2022-11-28,2023-01-01,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-08,2025,50,2023,50,False,2023-11-27,2023-12-31,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-08,2025,50,2024,50,False,2024-11-25,2024-12-29,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-15,2025,51,2020,51,False,2020-11-30,2021-01-03,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-15,2025,51,2021,51,False,2021-12-06,2022-01-09,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-15,2025,51,2022,51,False,2022-12-05,2023-01-08,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-15,2025,51,2023,51,False,2023-12-04,2024-01-07,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-15,2025,51,2024,51,False,2024-12-02,2025-01-05,5,0,False,,,,"{""not_strictly_prior_target_iso_year"":1,""unobserved_week"":4}"
SDN,ed1c35a04b2f5b486d96,2025-12-22,2025,52,2020,52,False,2020-12-07,2021-01-10,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-22,2025,52,2021,52,False,2021-12-13,2022-01-16,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-22,2025,52,2022,52,False,2022-12-12,2023-01-15,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-22,2025,52,2023,52,False,2023-12-11,2024-01-14,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-22,2025,52,2024,52,False,2024-12-09,2025-01-12,5,0,False,,,,"{""not_strictly_prior_target_iso_year"":2,""unobserved_week"":3}"
SDN,ed1c35a04b2f5b486d96,2025-12-29,2026,1,2021,1,False,2020-12-21,2021-01-24,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-29,2026,1,2022,1,False,2021-12-20,2022-01-23,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-29,2026,1,2023,1,False,2022-12-19,2023-01-22,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-29,2026,1,2024,1,False,2023-12-18,2024-01-21,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2025-12-29,2026,1,2025,1,False,2024-12-16,2025-01-19,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-05,2026,2,2021,2,False,2020-12-28,2021-01-31,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-05,2026,2,2022,2,False,2021-12-27,2022-01-30,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-05,2026,2,2023,2,False,2022-12-26,2023-01-29,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-05,2026,2,2024,2,False,2023-12-25,2024-01-28,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-05,2026,2,2025,2,False,2024-12-23,2025-01-26,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-12,2026,3,2021,3,False,2021-01-04,2021-02-07,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-12,2026,3,2022,3,False,2022-01-03,2022-02-06,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-12,2026,3,2023,3,False,2023-01-02,2023-02-05,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-12,2026,3,2024,3,False,2024-01-01,2024-02-04,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-12,2026,3,2025,3,False,2024-12-30,2025-02-02,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-19,2026,4,2021,4,False,2021-01-11,2021-02-14,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-19,2026,4,2022,4,False,2022-01-10,2022-02-13,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-19,2026,4,2023,4,False,2023-01-09,2023-02-12,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-19,2026,4,2024,4,False,2024-01-08,2024-02-11,5,0,False,,,,"{""unobserved_week"":5}"
SDN,ed1c35a04b2f5b486d96,2026-01-19,2026,4,2025,4,False,2025-01-06,2025-02-09,5,0,False,,,,"{""unobserved_week"":5}"
